id,very_positive,positive,neutral,negative,very_negative,score
aK74yEO,2.0909,13.7273,43.0909,35.4545,5.5455,42.96969696969697
aeDKE0b,5.4615,25.6154,42.1538,23.9231,2.7692,5.1923076923076925
a6KreZL,3.6875,24.8125,38.75,28.625,4.25,9.454545454545457
a8Gd40V,3.0465,16.8605,39.5349,32.3721,7.9767,6.648760330578513
abG3DzO,8.3077,23.9231,36.7692,26.9231,4.0,15.3
aMxeLj1,3.52,17.76,44.2,29.16,5.2,8.67
a1WpxLP,4.0,20.5714,36.9286,33.5714,4.8571,13.5
aqn4MbQ,2.087,16.1739,53.5217,23.6522,4.3043,6.025
avz2mvE,3.125,17.3333,45.2083,28.1042,6.0833,22.375
amvqKwd,3.5714,16.6429,42.6429,30.2857,6.7143,9.653061224489797
aEPdbvn,2.3333,13.6667,47.5556,30.2222,6.1111,12.1
aLw6Np6,0.5,3.0,58.5,19.75,17.75,21.58333333333333
a8Gdg3d,4.4118,20.8824,39.5882,28.2941,6.7059,30.114285714285717
aj9Qj6x,4.4286,27.4286,35.7143,26.8571,5.5714,29.66666666666667
aP76vdV,4.087,20.087,43.0,26.4783,6.4348,17.182608695652174
aO7o5dM,4.0,17.9,39.8,33.0,5.3,20.923076923076927
aK74NXN,2.6667,11.6667,34.8333,41.8333,9.3333,4.941176470588236
aNgmGK3,5.7059,23.5294,39.7647,25.9412,5.2353,6.637795275590551
awBNv78,1.5714,9.4286,40.1429,38.2857,10.1429,29.25
aD4RVQd,2.6667,15.4286,41.9762,32.5238,7.2857,24.771428571428572
aGdKQDz,1.75,9.6,51.55,32.6,4.65,6.9393939393939394
a6KrRO2,3.2667,22.4,50.0,20.9333,3.3333,29.0
azm73mb,2.7143,14.1429,48.1429,30.1429,5.1429,6.820754716981133
aD4R9N9,2.2,13.4,58.9,22.1,3.7,11.516129032258064
a43px4p,2.2222,16.0,48.4444,27.8889,5.3333,18.384615384615387
a2WEXRp,8.1538,26.3846,38.3846,22.0769,4.9231,22.4
a0NvWen,1.4444,14.5,53.9444,26.6667,3.4444,11.630434782608695
aO7oA72,4.75,20.0,35.5,32.75,7.0,13.888888888888891
aO7o586,3.1667,15.6667,37.6667,36.3333,7.3333,40.63636363636363
aVwj9Qy,3.5417,21.9167,48.7083,21.2917,4.375,22.305555555555557
aLw65ZM,2.6364,19.5455,46.3636,27.0,4.3636,29.42857142857143
aMxe70G,3.6364,19.2727,52.2727,21.1818,3.6364,8.972222222222221
aBm9ooN,3.8571,20.8571,45.4762,25.381,4.0952,7.9
aD4RxQN,2.8276,19.3448,45.4828,26.6897,5.2759,29.459459459459463
a9njBem,2.2857,8.0,30.1429,52.1429,7.8571,21.63157894736842
agArZvr,3.0,15.0,39.2,36.0,7.0,21.953488372093023
an4eojV,2.0,7.0,24.5,49.5,17.0,42.0
amvqbno,5.3636,20.6364,42.2727,27.4545,4.2727,4.833333333333333
a43pmDQ,2.9091,9.6364,28.4545,48.0909,11.1818,14.38095238095238
aeDKyXb,3.25,12.625,32.25,33.875,17.875,30.285714285714285
aO7oO12,2.65,17.85,53.2,22.2,3.9,14.555555555555555
a6Kr42e,4.65,13.1,40.9,35.35,6.1,13.210526315789476
an4eo4b,2.5714,13.7143,39.3333,38.7143,5.7143,6.590909090909091
aNgmMy6,6.6667,16.4444,42.3333,29.4444,4.7778,17.125
aWxBe7q,3.6,20.5,35.1,34.5,6.5,16.125
aQd6ood,2.8537,14.9512,47.6341,29.0976,5.2927,31.5625
aMxev0P,4.2791,19.7209,52.0465,20.0698,3.6744,40.846153846153854
a1Wp6o2,5.25,16.5375,43.175,29.3125,5.5125,18.10994764397906
apGKddb,3.0588,11.0588,43.0,34.2353,8.7059,4.384615384615385
azm74vb,2.7692,15.5128,54.0256,23.8462,3.7179,36.642857142857146
aMxe0xx,2.7778,10.6667,37.5556,41.6667,7.6667,11.333333333333336
aeDKBAQ,2.3333,11.8333,33.8333,42.5,9.6667,4.416666666666667
a9nj0D0,2.0,11.3333,60.4444,22.5556,3.4444,14.40625
a1Wp6PP,5.2857,20.1429,36.2857,32.6786,5.4643,8.333333333333334
aWxBXxd,2.5,15.6667,50.8333,26.1667,5.0,16.8
aAeBqDg,6.5455,27.4545,35.0,27.0909,3.9091,7.772727272727272
aZyqX4W,2.6667,15.0,68.3333,11.0,2.3333,6.571428571428571
amvqnyv,3.7273,20.3636,41.0909,29.8182,4.9091,14.093023255813955
aQd6BOr,3.7826,18.2174,46.3478,26.6957,4.8261,3.928571428571429
a7Wv6Ez,3.2245,13.6122,36.9388,38.9796,7.3061,69.18032786885246
arV1L55,3.9697,14.1818,42.0,33.9394,5.9091,51.54545454545455
aP760NK,5.6667,18.0667,32.8,36.1333,7.4,11.181818181818182
aD4RNyO,3.6,20.32,44.04,26.04,6.0,9.0
a0Nv3ed,4.0,18.15,50.85,22.85,4.0,37.266666666666666
a8Gd9ee,5.8,16.6,34.2,36.0,7.6,36.76
azm7yop,3.1667,16.5,47.3333,29.3333,3.1667,5.0588235294117645
aEPdjpO,6.8,17.3,35.0,35.1,5.9,12.625
aXgZKp6,3.7308,12.2308,53.0769,25.1923,5.6538,19.195402298850574
aD4RMPK,4.1695,20.2458,40.0254,29.7542,5.7712,10.167478091528725
aXgZGvd,3.0769,18.6923,42.2308,30.9231,5.0,13.366666666666667
aO7oA0v,3.0,22.4118,47.8235,23.1765,3.5294,33.75
azm7yRb,4.75,22.25,44.9167,24.5,3.6667,12.307692307692307
a2WEpEE,13.4286,22.2857,30.1429,28.2857,5.7143,11.5
an4ew1L,1.8889,12.6667,49.4444,31.3333,4.6667,40.75
a1Wp67w,2.2,12.2,57.2,24.4,3.4,5.44
ax9Em8n,4.6452,19.7903,48.7419,22.6452,4.0161,23.8953488372093
aP760Rg,9.6667,25.0,41.0,21.1667,3.1667,8.26086956521739
arV1rG7,4.5938,24.1563,43.3438,23.4375,4.2188,18.61290322580645
aGdKQL6,2.0,13.575,53.0,27.525,3.9,15.08588957055215
aD4R0YO,2.6,16.08,53.2,24.32,3.56,15.714285714285715
azm7o8m,6.7143,26.0,44.8571,19.2857,3.0,5.117647058823528
abG38v9,3.0357,14.1071,38.9286,36.1786,7.9286,4.757575757575758
agArdeK,3.6667,11.6667,37.6667,38.6667,8.3333,9.4
amvqn9X,4.125,15.9375,41.125,31.875,7.0625,12.25
ax9En4p,1.7778,9.7778,57.8889,25.0,5.6667,7.6
aoPm7Kw,5.8889,21.6667,43.8889,23.1111,5.1111,29.0
adVyzPB,2.4444,13.1111,44.1111,34.1111,6.3333,11.560975609756095
aoPm8X3,3.5,21.6957,41.9783,27.5435,5.1739,7.2103004291845485
aAeBNGo,5.9231,21.1538,50.2308,19.3077,3.1538,15.428571428571427
aR76yG7,2.6471,12.7059,46.9412,31.4706,6.0588,25.222222222222218
amvqOEo,1.3333,9.5,42.3333,39.0,8.0,52.5
aoPm7W0,2.7333,15.2333,50.9,26.5667,4.5,9.573529411764708
avz2mxO,4.0,18.0,51.0,22.3333,4.3333,11.5
aWxBP66,1.6364,11.0,57.7273,26.2727,3.3636,4.794871794871796
abG3omL,2.3889,10.9444,35.1667,41.1667,10.5,17.782608695652176
aD4RNPx,8.0417,24.5417,37.5417,24.7917,5.1667,23.615384615384613
aqn4V7L,2.2083,13.2917,44.4167,33.5417,6.5,12.212121212121213
adVyd2B,4.7368,29.0,44.6842,18.7895,2.6316,4.15625
a3wvp2Q,3.2432,19.4595,49.6486,24.4324,3.4324,16.72093023255814
aYyjBB7,1.125,11.625,56.125,28.0,3.25,15.666666666666664
aoPmwm3,2.6429,17.0,51.5,25.2143,3.5,15.285714285714285
aVwj6O2,2.375,10.0,67.0,16.875,3.875,8.153846153846152
aEPdyYO,1.75,11.875,40.5833,37.375,8.4167,8.84931506849315
aAeB969,3.7,14.4429,43.8714,31.4429,6.5857,16.872093023255815
a43py9v,2.1481,16.5556,45.8148,30.7778,4.6667,9.863636363636363
a8GdN06,2.7857,18.8571,48.5714,25.7857,3.7857,10.947368421052632
aYyjm6w,8.5,33.25,16.0,33.5,8.5,16.0
aR76dLQ,2.1667,14.3333,65.0,15.1667,3.1667,110.0
aEPdQ1M,2.5714,17.0,47.7143,26.1429,6.1429,16.57377049180328
aGdKrE0,2.6,14.8,46.4,30.8,5.8,6.235294117647059
aEPdQje,2.25,17.75,42.75,31.75,6.0,16.583333333333332
aO7oGZ2,4.16,18.28,51.34,22.78,3.28,7.439024390243902
aMxey3X,1.6667,11.0,41.0,41.6667,5.0,9.515151515151516
azm73xZ,2.4286,11.4286,55.2857,27.1429,3.5714,5.90625
aGdKqK6,1.9375,15.0625,51.3125,27.625,3.875,12.547619047619047
azm7vmb,2.0,17.4,64.8,14.1,1.9,15.666666666666664
ax9EnYn,4.2,21.4,44.8,25.8,3.8,11.833333333333336
abG3KjL,4.4444,19.6667,30.7778,38.4444,6.6667,16.87719298245614
aZyqV4W,3.52,22.32,46.5,23.22,4.34,39.64150943396226
avz2Vz5,4.4286,27.1429,40.2143,23.8571,4.3571,7.04
aZyqK7n,3.3913,20.3043,44.087,26.3913,5.4783,9.666666666666666
avz2Xzq,9.2667,16.6667,43.4667,26.3333,4.2667,7.833333333333332
aGdKNpG,1.4,8.4,54.8,30.6,4.8,7.642857142857142
avz24Vn,4.7188,20.4063,44.1875,25.4063,5.3125,3.9568965517241383
aAeB7GE,4.5,18.0,42.5,26.5,8.0,8.333333333333334
aQd6b52,2.2,9.2,59.0,25.4,4.2,20.0
avz2q7O,5.4118,20.8824,31.7059,33.2353,8.5882,14.136363636363635
aMxeWrV,3.0682,19.2727,48.3182,25.3409,4.1136,22.503311258278146
aLw61Xz,3.7358,17.8679,42.0377,31.2075,5.0755,7.232142857142858
aR76p0y,7.5385,29.4615,43.3846,17.0769,2.5385,13.230769230769232
aNgmbvb,6.0,21.1579,35.9737,29.7368,7.2105,23.377049180327873
an4eovq,2.8621,17.6552,34.4138,35.931,9.1724,11.515151515151516
ao5BrKX,4.8312,18.8182,40.4286,29.4416,6.4026,27.068181818181817
avz2jEO,2.0,9.3333,37.0,41.4444,10.8889,9.375
avz2XDX,2.625,23.375,32.625,32.625,8.75,26.285714285714285
ax9EAvn,2.3,11.8,41.1,37.0,7.7,11.307692307692307
aBm95xO,3.0,20.0,53.5,20.5,3.5,25.125
a3wvO0N,4.9,21.05,45.25,25.35,3.65,6.689655172413793
aLw6bev,3.9697,19.6667,43.7576,26.9242,5.5303,25.1
aBm9jeO,3.7857,18.8571,47.7143,25.5,4.0,10.428571428571429
aqn4OPP,2.6923,20.0,52.3077,21.0,4.0,18.549019607843142
aoPmexn,3.2727,21.4545,49.4242,22.1818,3.4848,16.74757281553398
a8Gd9yZ,3.8148,16.037,47.7778,27.0741,5.2222,17.777777777777782
aZyqrzp,2.2759,12.8276,44.7931,34.5517,5.5172,22.510638297872337
abG3d0L,6.6786,19.2857,38.4286,29.4643,6.2143,32.602409638554214
a3wvO43,4.3077,16.9231,33.1538,37.6923,8.0769,13.611111111111109
arV1Oq7,2.4063,15.5625,50.5625,26.4063,4.875,5.804093567251463
a9njVNW,2.0,16.3,59.55,19.6,2.6,11.111111111111109
aqn4wyM,4.25,22.875,46.6875,22.5,4.0625,14.63157894736842
aWxByb4,4.625,19.25,41.875,28.875,4.875,31.523809523809533
a1WpmvY,2.36,15.6,54.56,22.4,4.68,12.663157894736845
an4eW10,4.0,31.5,29.75,31.75,3.5,4.518072289156627
aO7oOov,5.84,28.04,40.12,22.36,3.84,9.79591836734694
aGdK7Z0,4.9697,27.2727,38.0,25.5152,4.1818,24.825396825396822
a0NvzjO,2.5,19.0,58.0,17.5,2.5,10.083333333333334
ayeEzPY,2.16,13.32,49.92,30.08,4.64,13.419354838709678
aoPmqen,1.3571,9.2857,54.9286,25.7857,8.5714,11.356164383561644
abG3Lrv,7.8333,24.0,38.5417,24.875,4.7083,17.93081761006289
a1WpB0D,2.25,10.5,42.25,37.875,7.125,17.083333333333332
a8Gdn7Q,7.0,19.2857,40.2857,26.4286,6.2857,9.333333333333334
aZyq2WW,2.6,15.56,46.0,31.24,4.44,15.566265060240966
aBm9bMP,2.7273,9.8182,51.7273,26.4545,9.0909,5.036144578313253
amvqbKj,2.1905,11.5714,42.3333,38.1905,6.0,13.095238095238097
aQd6bp7,2.9412,19.4706,53.0588,20.2941,3.9412,7.534883720930233
amvqQov,5.2308,21.7692,39.6923,27.2308,6.0769,15.615384615384615
aBm9X8N,2.8974,13.1667,39.0,37.7308,6.9744,26.47727272727273
a0NvgDX,3.5,21.8333,52.3333,19.5,2.8333,14.5
abG38Rr,3.8824,16.2353,41.4706,32.2941,6.0588,27.69230769230769
a6KreON,6.875,22.2083,29.0417,34.125,7.625,17.076923076923073
abG3oev,3.2308,16.3077,51.0769,25.2051,4.2821,15.984615384615385
aGdKz75,4.1111,20.6667,43.0,26.4815,5.8889,16.05
aVwj4y8,4.4,22.1333,40.8333,27.3667,5.2333,3.829268292682927
azm7ynN,2.25,19.25,36.125,36.625,5.625,8.04761904761905
a8GdgKZ,1.6667,13.6667,51.3333,26.6667,6.1667,11.846153846153848
aqn4A1P,13.0,32.75,43.75,8.75,2.0,14.285714285714285
a7WvnX2,7.7,26.2,42.0,18.5,5.4,9.2
amvqdVj,2.2,9.8,48.6,33.6,5.6,8.833333333333334
a43pxX1,3.6667,20.0606,42.8788,28.6061,4.8788,30.5
aj9QdR8,6.5,16.5714,33.5,31.4286,12.2143,9.27906976744186
aD4RNDK,3.1714,17.2286,44.0571,29.6286,6.0571,9.113636363636363
aeDKBP5,1.8065,12.1935,54.0,27.5484,4.4516,8.134831460674157
a6Krzpq,2.7143,17.1429,54.1429,20.4286,5.1429,17.892857142857142
amvqbx4,4.871,22.7419,36.0968,30.129,6.2581,7.057971014492754
azm7Qrq,3.2857,18.1429,37.1429,34.1429,7.0,20.058823529411768
a0NvqNX,3.4375,16.375,41.9375,31.25,7.0625,8.333333333333334
aqn4pvj,3.2222,24.8889,53.6667,16.6667,1.6667,7.125
ayeE1Mp,3.7297,12.6486,50.2162,29.1351,4.4595,47.5
a3wvOpe,2.8125,16.375,43.375,30.5,6.9375,11.727272727272727
aZyqYVn,2.7273,12.5455,30.1818,39.0909,15.3636,12.403846153846152
a8GdQrY,3.3,15.1,44.35,30.2,6.9,16.77777777777778
aEPdEWM,3.7,19.9,55.6,17.2,3.3,48.131578947368425
aEPdjoM,3.9333,19.5333,34.0,33.0,9.4,18.16
ax9EWqK,4.5167,17.7667,40.2,31.7667,5.8333,15.64179104477612
aZyqbbX,5.6522,23.2391,35.1739,29.6522,6.3696,5.244122965641953
aMxeDb6,2.3333,11.3333,39.3333,38.1111,8.6667,13.38095238095238
aK74MX6,2.0,14.8,49.6,29.8,3.8,19.740740740740737
a2WENKw,3.1455,14.4,43.8545,32.5455,6.0909,23.820895522388057
aGdKQO5,6.2,28.8,43.8,17.6,3.4,42.333333333333336
aj9Qjvg,10.0769,31.8462,41.0,14.3077,2.8462,10.75
aK745Z3,2.9,19.8,48.9,25.4,3.3,20.2
a7WvxE2,2.5833,13.6667,44.3333,29.9167,9.3333,36.32258064516129
apGKMj8,5.0,29.0,33.0,27.5,5.0,36.25
a8GdnrQ,3.7,18.75,44.55,27.25,5.65,14.048780487804878
a43p0Bw,5.0,24.8889,39.2963,26.2963,4.4815,10.85
adVybz2,1.0,9.5,76.0,12.0,1.5,8.166666666666666
ax9Er8D,1.0,6.1,51.7,35.8,5.3,12.833333333333336
aVwj14K,1.0,8.5,65.0,23.0,2.5,68.0
an4e94b,5.2245,22.3469,33.449,31.9592,7.0816,9.045454545454543
a8GdgQ6,3.4,11.4667,40.7333,35.0,9.6,8.0
aBm9LND,6.4359,27.0513,31.0513,27.8718,7.641,23.785714285714285
a9njGe0,3.6667,25.8889,46.7778,19.6667,3.8889,20.90909090909091
ayeEEz8,2.037,12.4074,48.6296,31.5185,5.2963,23.016666666666666
awBNpDQ,3.6154,15.1538,43.4231,32.5385,5.2692,6.384615384615384
apGK8bM,1.4545,13.4545,62.5455,19.3636,3.3636,27.555555555555557
aqn4Bn7,1.25,7.25,57.75,26.25,7.0,8.261904761904763
avz2B0q,0.9375,6.5,50.1875,36.6875,5.5625,12.0
ayeEvPy,2.4,13.25,66.25,15.5,2.55,11.235294117647056
a3wvzOQ,1.6667,10.5,61.6667,22.8333,3.1667,10.6
a7WvADm,5.3333,25.0833,46.0833,20.0833,3.3333,9.545454545454543
aBm9LBP,3.0364,15.6545,47.2,28.3818,5.5636,11.949685534591195
a1WpBq2,6.0,26.2,35.9333,26.0,5.6667,17.944444444444443
aoPm7xn,1.0,10.8333,60.6667,24.0,3.0,14.0
aP76VRB,1.8,11.6,58.6,24.0,3.8,27.5
adVyA8Q,2.2222,15.1111,51.1111,27.4444,4.2222,4.846153846153847
aGdK5V7,2.5,13.0,57.25,24.0,3.5,29.923076923076927
aNgmbXA,3.7368,17.5789,50.7368,23.8421,4.1579,13.321428571428573
aVwj8YP,1.0,9.3333,63.0,23.6667,3.0,6.7333333333333325
aeDKyQb,1.6667,9.3333,45.8333,37.5,5.8333,12.818181818181818
a8GdeLZ,2.2,16.7,50.9333,26.7,3.5,5.724770642201835
aoPm6ng,5.3333,23.0,23.6667,39.0,9.0,11.25
a9nje6L,3.2727,16.8182,50.8182,25.7273,3.3636,3.507042253521127
arV1ddB,6.8667,28.1333,38.2667,22.5333,3.9333,8.347826086956523
amvqbZ2,3.4138,22.3103,46.6897,24.5172,3.2414,11.581967213114755
a6KrpwL,5.2353,21.7647,48.0588,20.1765,4.7353,14.088888888888887
a8GdzmO,1.7273,9.8182,46.2727,35.7273,6.3636,13.788461538461537
agArew1,2.9375,11.5625,49.0625,30.0313,6.25,39.26470588235294
aXgZO2v,3.0,20.7,44.5,27.1,4.5,50.43478260869565
a43p00Z,2.4324,13.4865,49.3784,29.1622,5.5946,64.03174603174604
arV1Lx7,2.0,12.3333,38.6667,40.3333,6.6667,16.875
aP76zwg,2.1429,12.2857,30.5714,44.5714,10.8571,11.857142857142858
aR764LG,7.5875,25.325,46.9,17.275,2.875,19.654135338345863
aAeB5Eo,5.75,31.0,31.75,26.75,5.0,12.333333333333336
aD4RrAG,3.4286,14.2857,47.6429,27.7857,7.0714,7.4
avz2D8Z,2.7368,18.3684,45.2105,29.5789,4.1053,10.978260869565217
aLw6EEv,3.625,16.0625,53.3125,23.4375,3.3125,20.869565217391305
aNgmX53,7.5556,23.3889,39.0556,24.7222,5.3889,7.1764705882352935
a8GdNGV,10.7143,35.0,32.7143,18.5714,3.1429,9.0
aeDKwj5,1.4286,12.2857,69.1429,15.5714,2.0,18.318181818181817
arV15ny,3.3182,18.7727,44.9545,27.4545,5.5,15.225
aeDKy6p,2.5238,15.2381,50.381,27.7143,4.0952,29.857142857142854
awBNDMQ,6.0,27.75,43.375,19.75,3.25,17.666666666666668
a0NvgVL,5.4,22.0,48.2,19.6,4.2,9.76923076923077
aVwj68v,5.1333,23.7333,39.8,24.8,6.6,17.09090909090909
a8GdQ6V,2.7273,17.4545,55.3636,21.4545,2.7273,18.1875
aD4RLww,8.0,39.3333,31.3333,18.0,3.2222,16.0
aNgmZ0v,4.3821,19.9431,38.9512,30.3333,6.3821,10.47945205479452
aGdKrn6,3.1818,16.6364,55.4545,21.2727,3.3636,11.86021505376344
arV1rKp,3.2857,18.0,39.1429,31.1429,8.4286,11.96
a43p0X6,1.5,10.4,49.9,33.7,4.6,12.0
aK74nvW,2.0,7.75,30.25,50.25,10.0,18.5
a8GdgBe,5.25,31.0,47.75,14.25,2.0,27.0
amvqQbd,5.4706,16.0,41.2941,31.4706,5.4706,24.64705882352941
azm7QdZ,2.3333,18.3333,49.3333,27.0,3.0,60.33333333333334
aBm9bAQ,5.6667,24.3333,28.3333,32.6667,9.0,24.0
an4eomb,3.5143,23.2,43.5429,25.8286,3.9143,19.4
adVyzA2,3.875,27.125,53.125,13.875,2.25,41.58064516129032
apGKj99,2.5,19.8333,37.8333,33.3333,6.5,6.24
aoPm730,5.1071,17.8929,42.8214,28.8214,5.3571,22.588235294117645
ayeEKgp,2.9394,18.3939,43.4242,30.3636,4.9697,59.92857142857143
aeDKqRq,5.0,22.8,31.8667,33.8,6.5333,16.48780487804878
aMxeLXR,2.4118,12.2941,49.2941,31.1765,4.7647,22.482142857142854
amvqOOV,3.6923,11.5385,51.6154,29.1538,4.0,11.047619047619047
a3wv2wQ,4.7576,22.1515,46.1515,22.3333,4.3333,6.5
aP76YVn,5.5811,22.6892,39.8378,27.3243,4.5811,22.18367346938776
a7WvPZw,1.84,12.64,46.68,33.04,5.52,6.508771929824562
aD4RvB9,2.0,9.6667,63.0,22.3333,3.0,4.5
a9njN0W,3.7273,19.9091,46.0,26.0909,4.4545,4.5
a0NvyvX,3.1667,19.5,49.3333,24.0833,3.8333,3.5
a8GdgrO,4.25,18.0,41.25,32.25,4.25,10.0
ayeEjEM,3.25,16.75,45.25,29.25,5.25,1.5714285714285714
aMxeMeG,2.4,11.4,28.6,49.4,8.4,4.0
aVwjyj8,8.1667,19.6667,41.4167,26.75,3.9167,10.592592592592592
aNgm3Zw,1.92,12.6,45.96,34.36,5.24,18.62857142857143
aXgZ6ZP,8.0,37.5,23.5,25.0,6.5,6.0
ax9EqEb,4.6667,19.6667,51.5,20.3333,3.3333,17.666666666666668
aP76bww,1.0,6.6667,57.0,31.0,4.6667,3.0
a9njjoL,3.6,17.3,41.05,31.4,6.55,25.210526315789476
a0Nvy8X,2.9375,14.5,53.9375,25.0,3.9375,44.625
a9njZno,1.0,7.0,66.0,23.0,2.0,10.777777777777779
a6KrR0R,2.9,20.7,37.7,33.9,4.7,6.333333333333332
aqn4o97,1.375,9.375,52.875,30.125,6.25,0.5555555555555556
a0NvqKd,5.0,27.625,39.25,23.375,4.625,5.875
aVwj9Xy,4.4194,25.8065,43.129,22.7097,3.9677,9.8
aK74owN,4.0,12.5,36.75,39.5,7.75,3.5
a8GdxWY,2.0,13.5,56.0,25.0,3.0,4.0
a8GdxLO,4.9,29.6,44.0,18.4,3.0,2.1666666666666665
abG3nXp,4.6364,21.3636,41.7273,26.4545,5.7273,29.73684210526316
aVwjyOO,2.0,14.0,23.3333,49.6667,11.3333,11.0
aBm9BK1,2.7857,16.9286,61.5,16.5714,2.0,26.142857142857146
azm7DQm,3.0909,18.3636,47.7273,25.8182,5.0909,7.083333333333332
ax9Eqdb,2.5,14.3929,47.0,30.8214,5.1071,24.19230769230769
aWxB3Qq,3.0,27.0,51.0,17.0,2.0,1.3333333333333333
aAeBNmg,3.75,21.5625,49.25,22.25,3.25,15.6
ax9EQjW,4.4762,18.6667,45.3333,25.9048,5.6667,7.2142857142857135
ayeEjpY,2.5,29.0,59.0,8.5,1.0,17.0
awBNPoB,3.125,16.9,41.85,30.225,7.9,8.029411764705884
aZyqObW,2.0,15.5,45.0,32.5,5.0,1.0
a7WvRKq,1.3,9.1,55.6,29.7,4.4,3.6666666666666665
a2WE6Ne,3.0,27.6667,57.0,9.6667,2.3333,13.0
aP76b4Q,4.5714,26.2857,43.2857,21.8571,3.7143,2.4
aBm9NKQ,4.9583,23.6042,41.7292,25.3958,4.25,5.301075268817204
aoPmQ0n,6.6667,34.6667,22.3333,29.3333,7.0,3.0
a0NvD5L,2.5714,19.5,46.8571,26.6429,4.5,25.75
amvq4L2,4.5,26.75,35.5,29.0,4.5,1.0588235294117647
amvqZ3o,3.4783,18.3913,46.7391,26.6522,4.6522,21.47058823529412
aoPmQZg,5.0,19.25,44.75,28.5,2.5,1.7647058823529411
aeDK80b,1.8333,12.6667,56.1667,23.8333,5.1667,2.25
avz2mAW,10.0,34.75,34.0,17.5,4.0,35.714285714285715
aeDK83b,2.0,8.5,47.0,38.0,4.0,2.555555555555556
aj9QQ2G,3.2564,15.7308,46.141,29.2692,5.4359,15.396103896103895
aD4RvOO,3.0,20.5,54.5,19.0,3.5,11.333333333333336
agArzNv,2.25,30.5,52.75,12.75,2.0,9.5
aYyjngv,3.4,21.2,40.4,29.6,5.6,4.697674418604652
a7Wvbrz,5.1389,20.0185,43.0556,26.6667,5.0463,39.97435897435897
aMxeMrW,4.0,8.0,22.0,46.0,20.0,6.5
aO7oLb6,3.3529,22.4118,45.2353,24.8824,4.0588,3.3666666666666667
avz2KLE,3.0,18.5,52.25,22.5,3.5,7.0
aGdK4xG,4.0,16.8,41.0,32.4,6.0,4.0
a9njg76,4.5,24.25,36.0,30.0,6.0,2.6666666666666665
aD4Reod,1.3333,10.0,44.0,40.0,4.6667,2.1111111111111107
aBm9BYZ,1.6667,19.6667,25.6667,45.3333,7.3333,0.4545454545454545
aD4ReoO,2.4615,17.6923,43.1538,30.7692,6.0769,0.5384615384615384
aQd6z27,2.3134,15.6418,47.209,29.0149,5.9254,48.72222222222222
aBm9BYN,2.0,12.6,50.9,29.3,5.1,0.8571428571428571
apGKjVn,4.4333,22.9333,36.0667,31.1,5.3333,8.683760683760683
a6Kr3yR,1.3333,9.0,57.0,29.3333,3.6667,18.571428571428573
abG3n5O,0.0,2.5,83.0,13.5,0.5,5.666666666666668
aO7oLm6,2.8,15.4,63.6,15.4,2.2,17.5
arV17vV,3.0714,16.1429,53.7143,21.9286,5.0,5.9
aWxB3Zn,4.2857,14.1429,52.0,23.8571,5.1429,1.75
a3wvnRQ,4.75,11.5,39.5,34.75,9.75,7.0769230769230775
a43py21,2.8,14.1,55.6,24.0,3.3,7.492753623188406
amvqRO9,1.6818,12.4091,53.5,27.4091,4.9545,17.543478260869566
aNgmEKK,3.0,29.0,62.5,4.5,1.0,7.5
aqn4oLZ,2.7,18.9,44.3,30.2,3.8,8.727272727272727
aEPdm7e,3.96,20.76,38.28,32.28,4.76,9.30952380952381
a43pmg6,7.3333,35.0,31.3333,20.0,6.3333,21.5
aP76bGQ,3.2,18.8,46.2,27.6,4.4,1.2
a6KrYLA,3.5,23.75,51.25,19.25,2.25,3.333333333333333
a5WpAYL,8.75,26.875,55.625,7.25,1.25,13.769230769230768
aQd6W8W,6.6667,21.6667,36.3333,32.3333,3.0,1.3333333333333333
aj9Qerx,26.4,33.2,28.8,10.0,2.2,33.25
amvq402,12.8333,34.8333,33.8333,15.6667,3.0,31.0
a43pmAd,1.3,7.0,51.8,33.3,6.8,10.4
aK74ZXN,1.6364,7.8182,41.9091,42.0,6.3636,5.36
azm7z6z,4.75,17.75,30.0,40.5,7.0,18.8
an4eP1E,2.5,14.4167,38.5833,37.6667,6.75,0.4615384615384616
a5WpvBV,8.0,28.6,26.0,30.0,7.0,6.25
azm736p,5.0,25.0,50.1538,17.3846,2.3846,14.904761904761903
an4e3OL,2.6,12.0,25.6,45.8,13.8,13.0
agArz3x,6.4,25.8,32.8,30.2,5.0,3.7142857142857135
aqn4DEv,3.0952,16.619,44.5238,31.3333,4.381,13.264705882352944
azm7EdZ,2.717,15.1509,47.3019,29.3774,5.4151,13.210023866348449
aBm9B1N,3.0,14.25,40.0,33.25,9.75,2.636363636363636
aXgZ6wv,2.5,12.5,44.0,36.0,5.0,13.0
aVwj9bK,5.5714,26.5714,44.4286,19.7857,3.6429,8.25
aR76qwM,4.2,31.8,51.8,10.6,1.6,6.857142857142858
a43p8Xw,4.6667,24.0,46.6667,21.3333,3.0,33.0
abG3nZX,12.4,16.8,41.8,25.6,3.6,1.6111111111111112
aj9QeD0,3.5,19.5,39.75,33.75,3.75,3.4
a5Wp0pq,0.0,0.0,95.0,4.0,0.0,0.5757575757575758
aBm9MPO,5.5,32.0,35.0,22.0,5.0,17.25
aQd6WxW,1.6667,21.6667,47.6667,27.6667,2.0,3.0
adVyDXQ,0.6667,2.6667,52.6667,38.6667,5.6667,2.375
a0NvyPz,6.0,40.5,36.5,14.5,2.5,17.0
